u,v,key,access,bicycle,busway,cycleway,foot,highway,lanes,lit,maxspeed,motor_vehicle,name,oneway,ref,service,sidewalk,smoothness,surface,tunnel,width,osmid,timestamp,version,tags,osm_type,geometry,length
954712407,2511789008,0,,,,,,primary_link,3,yes,"['30', None]",,Βασιλίσσης Σοφίας,yes,ΕΟ54,,,,asphalt,,,"[87082472, 5728492]","[1586608694, 1586418255]","[27, 36]","['{""visible"":false,""int_name"":""Vasilissis Sofias""}', '{""visible"":false,""destination"":""\\u03A0\\u03B5\\u03B9\\u03C1\\u03B1\\u03B9\\u03AC\\u03C2;\\u0393\\u03BB\\u03C5\\u03C6\\u03AC\\u03B4\\u03B1"",""int_name"":""Vasilissis Sofias""}']",way,"LINESTRING (23.73609733581543 37.97616958618164, 23.73599243164063 37.97617340087891, 23.73596954345703 37.97616958618164, 23.73593521118164 37.97616195678711, 23.73590278625488 37.97614669799805, 23.73579597473145 37.97610473632813)",28.153
954712407,250691827,0,yes,yes,,no,,primary_link,1,yes,,,,yes,,,separate,,asphalt,,,227444705,1665013894,23,"{""visible"":false,""destination"":""\u039F\u03BC\u03CC\u03BD\u03BF\u03B9\u03B1""}",way,"LINESTRING (23.73609733581543 37.97616958618164, 23.73602294921875 37.97621536254883, 23.73597145080566 37.97624969482422, 23.7359561920166 37.97626495361328, 23.73594665527344 37.97627258300781, 23.73590278625488 37.976318359375, 23.73587989807129 37.97636413574219, 23.7358570098877 37.97642135620117, 23.73584365844727 37.97650146484375)",45.040000000000006
954712407,6220792258,0,,,,no,,primary,4,yes,,,Βασιλίσσης Σοφίας,no,ΕΟ54,,,,asphalt,,,170993800,1719844693,32,"{""visible"":false,""int_name"":""Vasilissis Sofias"",""lanes:backward"":""1"",""lanes:forward"":""3"",""sidewalk:both"":""separate"",""turn:lanes:forward"":""through|through|through|slight_right""}",way,"LINESTRING (23.73609733581543 37.97616958618164, 23.73681259155273 37.97607803344727, 23.73745536804199 37.97599411010742, 23.73751068115234 37.97598648071289, 23.73761749267578 37.97597503662109)",134.992
95663376,95663377,0,,,,,,tertiary,2,,,,Μενάνδρου,yes,,,,,asphalt,,,10741722,1697094501,41,"{""visible"":false,""int_name"":""Menandrou""}",way,"LINESTRING (23.72592544555664 37.98595809936523, 23.72585105895996 37.98566055297852, 23.72578811645508 37.98541259765625, 23.72578430175781 37.98539733886719)",63.569
95663376,95663493,0,,,,,,residential,,,,,Βερανζέρου,yes,,,both,,asphalt,,6,32357772,1715970975,29,"{""visible"":false,""int_name"":""Veranzerou"",""lane_markings"":""no""}",way,"LINESTRING (23.72592544555664 37.98595809936523, 23.72530174255371 37.98605346679688, 23.72524452209473 37.98606491088867, 23.72518920898438 37.9860725402832)",65.775
95663377,11256819883,0,,,,,,tertiary,2,,,,Μενάνδρου,yes,,,,,asphalt,,,10741722,1697094501,41,"{""visible"":false,""int_name"":""Menandrou""}",way,"LINESTRING (23.72578430175781 37.98539733886719, 23.72566604614258 37.98493957519531)",51.945
95663377,95663386,0,,,,,,residential,,,,,Σατωβριάνδου,yes,,,,,asphalt,,,10741731,1554144793,16,"{""visible"":false}",way,"LINESTRING (23.72578430175781 37.98539733886719, 23.72697830200195 37.98522186279297, 23.72704887390137 37.98521041870117)",112.761
11256819883,11256819882,0,,,,,,residential,,,,,Μενάνδρου,,,,,,,,,1214975690,1697096093,2,"{""visible"":false,""noexit"":""yes""}",way,"LINESTRING (23.72566604614258 37.98493957519531, 23.72617340087891 37.98485946655273)",45.349
11256819883,250720872,0,,,,,,tertiary,2,,,,Μενάνδρου,yes,,,,,asphalt,,,10741722,1697094501,41,"{""visible"":false,""int_name"":""Menandrou""}",way,"LINESTRING (23.72566604614258 37.98493957519531, 23.72559356689453 37.98466110229492, 23.72556114196777 37.98453521728516)",45.893
250720872,95663389,0,,,,,"[None, 'yes']","['primary', 'residential']","['2', '1']","[None, 'yes']","[None, '50']",,"['Αγίου Κωνσταντίνου', 'Κουμουνδούρου']",yes,"['ΕΟ8', None]",,,,asphalt,,"['3', None]","[286070634, 24259066]","[1714767633, 1715971286]","[10, 28]","['{""visible"":false}', '{""visible"":false,""int_name"":""Agiou Konstantinou"",""trolley_wire"":""yes"",""turn:lanes"":""left;through|through;right""}']",way,"LINESTRING (23.72556114196777 37.98453521728516, 23.72552490234375 37.98454284667969, 23.72544288635254 37.98455810546875, 23.72492408752441 37.98464202880859, 23.7248477935791 37.98465347290039, 23.72504234313965 37.98546981811523, 23.72505187988281 37.98550415039063)",160.165
95663375,95663504,0,,,,,,residential,,,,,Βίκτωρος Ουγκώ,yes,,,both,,asphalt,,,10741726,1664471161,15,"{""visible"":false,""int_name"":""Viktoros Ougo""}",way,"LINESTRING (23.72492408752441 37.98611450195313, 23.72482299804688 37.98612594604492, 23.72477340698242 37.98613357543945)",13.378
95663375,844627879,0,,,,,,secondary,4,,,,Μάρνη,,,,,,asphalt,,,10976435,1577395258,29,"{""visible"":false,""int_name"":""Marni""}",way,"LINESTRING (23.72492408752441 37.98611450195313, 23.7250862121582 37.9862060546875, 23.72509956359863 37.9862174987793, 23.72523498535156 37.98629379272461)",33.797
95663375,6693568141,0,,,,,,secondary,4,,,,Μάρνη,,,,,,asphalt,,,10976435,1577395258,29,"{""visible"":false,""int_name"":""Marni""}",way,"LINESTRING (23.72492408752441 37.98611450195313, 23.72482681274414 37.98605728149414, 23.72480583190918 37.98604583740234, 23.72467994689941 37.98596954345703)",26.791
95663504,95663374,0,,,,,,residential,,,,,Βίκτωρος Ουγκώ,yes,,,both,,asphalt,,,10741726,1664471161,15,"{""visible"":false,""int_name"":""Viktoros Ougo""}",way,"LINESTRING (23.72477340698242 37.98613357543945, 23.72337341308594 37.98634719848633, 23.72332572937012 37.98635482788086)",129.237
95663504,6693568141,0,,,,,,tertiary,1,,,,Μάγερ,yes,,,,,asphalt,,,261671452,1577395258,7,"{""visible"":false,""int_name"":""Mager""}",way,"LINESTRING (23.72477340698242 37.98613357543945, 23.72471046447754 37.98601150512695, 23.72467994689941 37.98596954345703)",20.03
95663374,633562900,0,,,,,,residential,,,,,Βίκτωρος Ουγκώ,yes,,,both,,asphalt,,,10741726,1664471161,15,"{""visible"":false,""int_name"":""Viktoros Ougo""}",way,"LINESTRING (23.72332572937012 37.98635482788086, 23.72298431396484 37.98640823364258)",30.505
95663374,95663419,0,,,,,,residential,,,30,,Ακομινάτου,yes,,,,intermediate,asphalt,,6.2,634244587,1685275923,6,"{""visible"":false,""int_name"":""Akominatou"",""source:width"":""ARCore""}",way,"LINESTRING (23.72332572937012 37.98635482788086, 23.72347831726074 37.98688507080078)",60.458
633562900,633562902,0,,,,,,residential,,,,,Πουκεβίλ,,,,,,asphalt,,,49864483,1719076987,7,"{""visible"":false,""int_name"":""Poukevil""}",way,"LINESTRING (23.72298431396484 37.98640823364258, 23.72298049926758 37.98695373535156)",60.658
31179468,6693568141,0,,,,,,secondary,4,,,,Μάρνη,,,,,,asphalt,,,10976435,1577395258,29,"{""visible"":false,""int_name"":""Marni""}",way,"LINESTRING (23.72412109375 37.98564529418945, 23.72467994689941 37.98596954345703)",60.818
31179468,95663389,0,,,,,,residential,,,,,Σατωβριάνδου,yes,,,,,asphalt,,,10741731,1554144793,16,"{""visible"":false}",way,"LINESTRING (23.72412109375 37.98564529418945, 23.72429656982422 37.98561859130859, 23.72505187988281 37.98550415039063)",83.071
31179468,5630842135,0,,,,,,secondary,4,,,,Καρόλου,no,,,,,asphalt,,,10976433,1577395258,23,"{""visible"":false,""int_name"":""Karolou""}",way,"LINESTRING (23.72412109375 37.98564529418945, 23.72340774536133 37.98574829101563, 23.7232551574707 37.98577117919922, 23.72323226928711 37.98577499389648, 23.7231616973877 37.98578643798828)",85.535
95663389,95663377,0,,,,,,residential,,,,,Σατωβριάνδου,yes,,,,,asphalt,,,10741731,1554144793,16,"{""visible"":false}",way,"LINESTRING (23.72505187988281 37.98550415039063, 23.72578430175781 37.98539733886719)",65.279
95663389,95663493,0,,,,,,residential,1,,,,Κουμουνδούρου,yes,,,,,asphalt,,3,24259066,1715971286,10,"{""visible"":false}",way,"LINESTRING (23.72505187988281 37.98550415039063, 23.72517776489258 37.98603057861328, 23.72518920898438 37.9860725402832)",64.34
95663386,95663423,0,,,,,,residential,,,,,Σατωβριάνδου,yes,,,,,asphalt,,,10741731,1554144793,16,"{""visible"":false}",way,"LINESTRING (23.72704887390137 37.98521041870117, 23.72708129882813 37.98520660400391, 23.72776031494141 37.985107421875, 23.72812843322754 37.98505401611328, 23.72823333740234 37.98503494262695)",105.635
95663386,11256819886,0,,,,,,tertiary,2,,,,Σωκράτους,yes,,,,,asphalt,,,10976960,1718173249,26,"{""visible"":false,""name:etymology:wikidata"":""Q913""}",way,"LINESTRING (23.72704887390137 37.98521041870117, 23.72704315185547 37.98518753051758, 23.72694396972656 37.98478317260742)",48.389
95663423,95663422,0,,,,,,primary,3,yes,,,3ης Σεπτεμβρίου,yes,,,both,,asphalt,,,762514801,1651841930,3,"{""visible"":false,""int_name"":""September 3"",""old_ref"":""\u0395\u039F1"",""source"":""Yahoo""}",way,"LINESTRING (23.72823333740234 37.98503494262695, 23.72834587097168 37.98548889160156, 23.72836494445801 37.98556137084961, 23.72837066650391 37.9855842590332)",62.256
31179466,962356923,0,,,,,,primary,2,yes,,,Καματερού,yes,,,,,asphalt,,,10741734,1625326586,24,"{""visible"":false,""int_name"":""Kamaterou"",""reg_ref"":""\u0395\u03A01"",""source:reg_ref"":""\u03A6\u0395\u039A 47 \u0391/8.2.1956""}",way,"LINESTRING (23.72668266296387 37.9871711730957, 23.72673225402832 37.98712921142578)",6.376
31179466,97834761,0,,,,,,secondary,2,,,,Μάρνη,yes,,,,,asphalt,,,384593008,1597739194,7,"{""visible"":false,""int_name"":""Marni""}",way,"LINESTRING (23.72668266296387 37.9871711730957, 23.72659301757813 37.98712158203125, 23.7264518737793 37.98703384399414)",25.352
962356923,962356785,0,,,,,,primary,2,yes,,,Μάρνη,yes,,,,,asphalt,,,284503673,1625326586,11,"{""visible"":false,""int_name"":""Marni""}",way,"LINESTRING (23.72673225402832 37.98712921142578, 23.7268009185791 37.9871711730957)",7.615
962356923,962356608,0,,,,,,primary,2,yes,,,Καματερού,yes,,,both,,asphalt,,,284503674,1673938770,19,"{""visible"":false,""int_name"":""Kamaterou"",""reg_ref"":""\u0395\u03A01"",""source:reg_ref"":""\u03A6\u0395\u039A 47 \u0391/8.2.1956""}",way,"LINESTRING (23.72673225402832 37.98712921142578, 23.7267894744873 37.98708724975586, 23.7269344329834 37.98696136474609, 23.72695732116699 37.98693466186523, 23.72697639465332 37.98690414428711, 23.72714424133301 37.98655319213867)",74.82300000000001
97788213,95663402,0,,,,,,tertiary,2,,,,Αβέρωφ,yes,,,,,asphalt,,,10741746,1550189982,17,"{""visible"":false,""int_name"":""Averof""}",way,"LINESTRING (23.73047065734863 37.98865509033203, 23.73035049438477 37.98867416381836, 23.7296085357666 37.98878479003906, 23.72957992553711 37.98878860473633, 23.72949981689453 37.98880004882813)",86.59600000000002
97788213,97788195,0,,,,,,primary,2,yes,,,Πατησίων,yes,ΕΟ1,,,,asphalt,,,"[260124785, 702087350]",1712341213,"[24, 3]","['{""visible"":false,""busway:right"":""lane"",""int_name"":""Patision"",""name:el"":""\\u03A0\\u03B1\\u03C4\\u03B7\\u03C3\\u03AF\\u03C9\\u03BD"",""name:en"":""Patision"",""official_name"":""28\\u03B7\\u03C2 \\u039F\\u03BA\\u03C4\\u03C9\\u03B2\\u03C1\\u03AF\\u03BF\\u03C5"",""official_name:en"":""28is Oktovriou"",""sidewalk:left"":""separate"",""sidewalk:right"":""yes"",""trolley_wire"":""yes""}', '{""visible"":false,""int_name"":""Patision"",""name:el"":""\\u03A0\\u03B1\\u03C4\\u03B7\\u03C3\\u03AF\\u03C9\\u03BD"",""name:en"":""Patision"",""official_name"":""28\\u03B7\\u03C2 \\u039F\\u03BA\\u03C4\\u03C9\\u03B2\\u03C1\\u03AF\\u03BF\\u03C5"",""official_name:en"":""28is Oktovriou"",""trolley_wire"":""yes""}']",way,"LINESTRING (23.73047065734863 37.98865509033203, 23.73044395446777 37.98854446411133, 23.73041343688965 37.98841857910156, 23.73031234741211 37.98801422119141, 23.73026847839355 37.98783493041992, 23.7302417755127 37.98772048950195, 23.73023986816406 37.98754501342773)",125.356
95663402,961530806,0,,,,,,primary,3,yes,,,Μάρνη,yes,,,,,asphalt,,,"[741078857, 730896358, 295083398]","[1570053730, 1572636915]","[1, 2, 13]","{""visible"":false,""int_name"":""Marni"",""old_ref"":""\u0395\u039F1""}",way,"LINESTRING (23.72949981689453 37.98880004882813, 23.7296085357666 37.98886489868164, 23.73022842407227 37.98922729492188, 23.73027038574219 37.98925399780273, 23.73033332824707 37.98929214477539)",91.27199999999999
95663402,95663400,0,,,,,,tertiary,2,,,,Αβέρωφ,yes,,,,,asphalt,,,295083399,1675332270,12,"{""visible"":false,""int_name"":""Averof""}",way,"LINESTRING (23.72949981689453 37.98880004882813, 23.72931098937988 37.98882675170898, 23.72929191589355 37.98883056640625, 23.72919082641602 37.98884582519531)",27.557000000000002
516020524,962356679,0,,,,,,primary,2,yes,,,Καποδιστρίου,yes,,,,,asphalt,,,10741747,1625326586,25,"{""visible"":false,""int_name"":""Kapodistriou""}",way,"LINESTRING (23.7299919128418 37.9864616394043, 23.72984504699707 37.98648834228516, 23.72874450683594 37.98666000366211, 23.72864532470703 37.98667526245117)",120.386
516020524,250714052,0,,,yes,,,primary,3,yes,,,Πατησίων,yes,ΕΟ1,,both,,asphalt,,,311408820,1712341213,28,"{""visible"":false,""busway:left"":""opposite_lane"",""busway:right"":""lane"",""int_name"":""Patision"",""name:el"":""\u03A0\u03B1\u03C4\u03B7\u03C3\u03AF\u03C9\u03BD"",""name:en"":""Patision"",""official_name"":""28\u03B7\u03C2 \u039F\u03BA\u03C4\u03C9\u03B2\u03C1\u03AF\u03BF\u03C5"",""official_name:en"":""28is Oktovriou"",""trolley_wire"":""yes""}",way,"LINESTRING (23.7299919128418 37.9864616394043, 23.72995185852051 37.98628616333008, 23.72991561889648 37.98612594604492, 23.7298755645752 37.98595428466797)",57.329
962356679,95663426,0,,,,,,primary,1,yes,,,Καποδιστρίου,yes,,,,,asphalt,,4,222897513,1717046245,18,"{""visible"":false,""int_name"":""Kapodistriou""}",way,"LINESTRING (23.72864532470703 37.98667526245117, 23.72853660583496 37.9866943359375, 23.7275390625 37.98685836791992, 23.72750854492188 37.98686599731445, 23.72745704650879 37.98687362670898)",106.46499999999999
962356679,95663454,0,,,,,,primary,3,yes,,,3ης Σεπτεμβρίου,yes,,,separate,,asphalt,,,260824573,1651840364,20,"{""visible"":false,""int_name"":""September 3"",""old_ref"":""\u0395\u039F1""}",way,"LINESTRING (23.72864532470703 37.98667526245117, 23.7287654876709 37.98715972900391, 23.72877502441406 37.9871940612793, 23.72878265380859 37.98722457885742)",62.257000000000005
95663463,95663472,0,,,,,,secondary,2,,,,Στουρνάρη,yes,,,,,asphalt,,,10741751,1676481183,17,"{""visible"":false,""alt_name"":""\u03A3\u03C4\u03BF\u03C5\u03C1\u03BD\u03AC\u03C1\u03B1"",""int_name"":""Stournari""}",way,"LINESTRING (23.72771453857422 37.9879264831543, 23.72761535644531 37.98794174194336, 23.72702789306641 37.98802947998047, 23.72676658630371 37.98807144165039, 23.72667694091797 37.98808288574219)",92.586
95663463,95663461,0,,,,,,tertiary,2,,,,Αριστοτέλους,yes,,,,,asphalt,,,222941078,1718173113,12,"{""visible"":false,""int_name"":""Aristotelous"",""name:etymology:wikidata"":""Q868"",""source"":""Yahoo""}",way,"LINESTRING (23.72771453857422 37.9879264831543, 23.72770881652832 37.98789978027344, 23.7276611328125 37.98770904541016)",24.628
95663472,635132981,0,,,,,,primary,2,yes,,,Αχαρνών,yes,,,both,,asphalt,,,189099791,1593622736,14,"{""visible"":false,""int_name"":""Acharnon""}",way,"LINESTRING (23.72667694091797 37.98808288574219, 23.7267017364502 37.98858261108398)",55.609
95663490,97834829,0,,,,,,secondary,2,,30,,Λιοσίων,yes,,,both,,asphalt,,,10741754,1714767633,27,"{""visible"":false,""int_name"":""Liosion"",""reg_ref"":""\u0395\u03A01"",""source:reg_ref"":""\u03A6\u0395\u039A 47 \u0391/8.2.1956""}",way,"LINESTRING (23.72506904602051 37.98881912231445, 23.72507667541504 37.98881149291992, 23.72511100769043 37.98877334594727, 23.72513961791992 37.98873901367188)",10.847000000000001
95663490,97839373,0,,,,,,secondary,2,yes,30,,Λιοσίων,no,,,both,,asphalt,,,"[48820562, 1279450436]",1714767633,"[1, 26]","{""visible"":false,""int_name"":""Liosion"",""reg_ref"":""\u0395\u03A01"",""source:reg_ref"":""\u03A6\u0395\u039A 47 \u0391/8.2.1956""}",way,"LINESTRING (23.72506904602051 37.98881912231445, 23.72502899169922 37.98887252807617, 23.72500038146973 37.98891067504883, 23.72497177124023 37.98894882202148)",16.752
97834829,97834834,0,,,,,,secondary,2,,30,,Λιοσίων,yes,,,both,,asphalt,,,10741754,1714767633,27,"{""visible"":false,""int_name"":""Liosion"",""reg_ref"":""\u0395\u03A01"",""source:reg_ref"":""\u03A6\u0395\u039A 47 \u0391/8.2.1956""}",way,"LINESTRING (23.72513961791992 37.98873901367188, 23.72542762756348 37.9884147644043, 23.72543525695801 37.98840713500977, 23.72573280334473 37.98804473876953)",93.09
97834829,97834824,0,,,,,,residential,,,,,Σωνιέρου,yes,,,,,asphalt,,,10976009,1655928670,9,"{""visible"":false,""int_name"":""Sonierou""}",way,"LINESTRING (23.72513961791992 37.98873901367188, 23.72512626647949 37.98869323730469, 23.72503471374512 37.98834609985352, 23.72498893737793 37.98817443847656)",64.15299999999999
97834834,95663474,0,,,,,,secondary,2,,30,,Λιοσίων,yes,,,both,,asphalt,,,10741754,1714767633,27,"{""visible"":false,""int_name"":""Liosion"",""reg_ref"":""\u0395\u03A01"",""source:reg_ref"":""\u03A6\u0395\u039A 47 \u0391/8.2.1956""}",way,"LINESTRING (23.72573280334473 37.98804473876953, 23.72578048706055 37.98799896240234, 23.72583770751953 37.98794555664063, 23.72589492797852 37.98788833618164)",22.46
95663474,962356740,0,,,,,,primary,2,yes,,,Λιοσίων,yes,,,both,,asphalt,,,222899032,1625326586,17,"{""visible"":false,""int_name"":""Liosion"",""reg_ref"":""\u0395\u03A01"",""source:reg_ref"":""\u03A6\u0395\u039A 47 \u0391/8.2.1956""}",way,"LINESTRING (23.72589492797852 37.98788833618164, 23.72650718688965 37.98732757568359)",82.262
95663474,5370319353,0,,,,,,tertiary,1,,,,Μάγερ,yes,,,,,asphalt,,,222897512,1564709453,7,"{""visible"":false,""int_name"":""Mager""}",way,"LINESTRING (23.72589492797852 37.98788833618164, 23.72585678100586 37.98782348632813, 23.7258358001709 37.98778533935547)",12.571000000000002
3879024939,95663461,0,,,,,,primary,4,yes,,,Μάρνη,no,,,,,asphalt,,,82682785,1715490335,21,"{""visible"":false,""int_name"":""Marni""}",way,"LINESTRING (23.72724723815918 37.98746490478516, 23.7276611328125 37.98770904541016)",45.307
3879024939,3879024943,0,,,,,,primary,4,yes,,,Μάρνη,no,,,,,asphalt,,,82682785,1715490335,21,"{""visible"":false,""int_name"":""Marni""}",way,"LINESTRING (23.72714996337891 37.98740768432617, 23.72724723815918 37.98746490478516)",10.638
3879024939,95663433,0,,,,,,residential,,yes,,,Σολωμού,yes,,,,,asphalt,,5,10741757,1714798422,36,"{""visible"":false,""int_name"":""Solomou"",""lane_markings"":""no""}",way,"LINESTRING (23.72724723815918 37.98746490478516, 23.72754287719727 37.98741912841797, 23.72758865356445 37.98741149902344)",30.503999999999998
95663433,95663454,0,,,,,,residential,,yes,,,Σολωμού,yes,,,,,asphalt,,5,10741757,1714798422,36,"{""visible"":false,""int_name"":""Solomou"",""lane_markings"":""no""}",way,"LINESTRING (23.72758865356445 37.98741149902344, 23.72869300842285 37.98723983764648, 23.72878265380859 37.98722457885742)",106.685
95663433,95663426,0,,,,,,tertiary,1,,,,Αριστοτέλους,yes,,,,,asphalt,,,222941080,1718173113,11,"{""visible"":false,""int_name"":""Aristotelous"",""name:etymology:wikidata"":""Q868"",""source"":""Yahoo""}",way,"LINESTRING (23.72758865356445 37.98741149902344, 23.72747230529785 37.9869384765625, 23.72746658325195 37.98691177368164, 23.72745704650879 37.98687362670898)",60.911
95663454,97788192,0,,,,,,residential,,yes,,,Σολωμού,yes,,,,,asphalt,,5,10741757,1714798422,36,"{""visible"":false,""int_name"":""Solomou"",""lane_markings"":""no""}",way,"LINESTRING (23.72878265380859 37.98722457885742, 23.72888946533203 37.98720932006836, 23.73000144958496 37.98703765869141, 23.7301197052002 37.98701858520508)",119.39600000000002
95663454,95663467,0,,,,,,primary,3,yes,,,3ης Σεπτεμβρίου,yes,,,separate,,asphalt,,,260824573,1651840364,20,"{""visible"":false,""int_name"":""September 3"",""old_ref"":""\u0395\u039F1""}",way,"LINESTRING (23.72878265380859 37.98722457885742, 23.7288932800293 37.98766708374023, 23.72890090942383 37.98769760131836, 23.72891235351563 37.98774719238281)",59.214
97788192,6356544246,0,,,,,,residential,,yes,,,Σολωμού,yes,,,,,asphalt,,5,10741757,1714798422,36,"{""visible"":false,""int_name"":""Solomou"",""lane_markings"":""no""}",way,"LINESTRING (23.7301197052002 37.98701858520508, 23.73098182678223 37.98688507080078, 23.73102378845215 37.98687744140625)",80.774
97788192,516020524,0,,,yes,,,primary,3,yes,,,Πατησίων,yes,ΕΟ1,,both,,asphalt,,,311408820,1712341213,28,"{""visible"":false,""busway:left"":""opposite_lane"",""busway:right"":""lane"",""int_name"":""Patision"",""name:el"":""\u03A0\u03B1\u03C4\u03B7\u03C3\u03AF\u03C9\u03BD"",""name:en"":""Patision"",""official_name"":""28\u03B7\u03C2 \u039F\u03BA\u03C4\u03C9\u03B2\u03C1\u03AF\u03BF\u03C5"",""official_name:en"":""28is Oktovriou"",""trolley_wire"":""yes""}",way,"LINESTRING (23.7301197052002 37.98701858520508, 23.73010635375977 37.98695755004883, 23.73000717163086 37.98653030395508, 23.7299919128418 37.9864616394043)",62.934
6356544246,97788686,0,,,,,,residential,,"[None, 'yes']",,,"['Τζωρτζ', 'Σολωμού']",yes,,,,,asphalt,,"['4', '5']","[52493437, 10741757]","[1716755636, 1714798422]","[36, 12]","['{""visible"":false,""int_name"":""Solomou"",""lane_markings"":""no""}', '{""visible"":false,""int_name"":""George"",""lane_markings"":""no""}']",way,"LINESTRING (23.73102378845215 37.98687744140625, 23.73189353942871 37.98674011230469, 23.73174858093262 37.98617553710938)",141.789
6356544246,97788594,0,,,,,,residential,,,,,Κάνιγγος,yes,,,,,asphalt,,7,10971767,1715232979,24,"{""visible"":false,""int_name"":""Kaningos"",""lane_markings"":""no""}",way,"LINESTRING (23.73102378845215 37.98687744140625, 23.73089790344238 37.98636627197266, 23.73088836669922 37.98632431030273)",62.64
95663527,95663492,0,,,,,,tertiary,1,,,,Μενάνδρου,yes,,,,,asphalt,,,10741758,1564709453,14,"{""visible"":false,""int_name"":""Menandrou""}",way,"LINESTRING (23.72613143920898 37.98682022094727, 23.7260627746582 37.98651504516602)",34.463
95663527,95663418,0,,,,,,secondary,4,,,,Μάρνη,no,,,,,asphalt,,,82682796,1715490335,20,"{""visible"":false,""int_name"":""Marni""}",way,"LINESTRING (23.7257022857666 37.98656845092773, 23.72613143920898 37.98682022094727)",46.886
95663527,8253823131,0,,,,,,secondary,4,,,,Μάρνη,no,,,,,asphalt,,,82682796,1715490335,20,"{""visible"":false,""int_name"":""Marni""}",way,"LINESTRING (23.72613143920898 37.98682022094727, 23.72632598876953 37.98693466186523, 23.72636413574219 37.98695373535156)",25.233999999999998
95663492,95663376,0,,,,,,tertiary,1,,,,Μενάνδρου,yes,,,,,asphalt,,,10741758,1564709453,14,"{""visible"":false,""int_name"":""Menandrou""}",way,"LINESTRING (23.7260627746582 37.98651504516602, 23.72593688964844 37.98599624633789, 23.72592544555664 37.98595809936523)",63.092
95663492,95663418,0,,,,,,secondary,1,,,,Χαλκοκονδύλη,yes,,,,,asphalt,,,85392263,1560358408,8,"{""visible"":false}",way,"LINESTRING (23.7260627746582 37.98651504516602, 23.72584915161133 37.98654556274414, 23.7257022857666 37.98656845092773)",32.147
635132991,95663474,0,,,,,,primary,1,yes,,,Μάγερ,yes,,,,,asphalt,,,10741760,1625326586,22,"{""visible"":false,""int_name"":""Mager"",""name:el"":""\u039C\u03AC\u03B3\u03B5\u03C1""}",way,"LINESTRING (23.72640037536621 37.98862838745117, 23.7262077331543 37.98834228515625, 23.72598266601563 37.98801803588867, 23.72595977783203 37.98798370361328, 23.72589492797852 37.98788833618164)",93.455
97834761,8253823131,0,,,,,,secondary,2,,,,Μάρνη,yes,,,,,asphalt,,,838111477,1608707094,2,"{""visible"":false,""int_name"":""Marni""}",way,"LINESTRING (23.7264518737793 37.98703384399414, 23.72636413574219 37.98695373535156)",11.767
97834761,2425856882,0,,,,,designated,pedestrian,,,,delivery,Μαιζώνος,,,,,,,,,10741762,1655928670,15,"{""visible"":false,""int_name"":""Maizonos""}",way,"LINESTRING (23.7264518737793 37.98703384399414, 23.72570610046387 37.98716354370117)",66.931
2425856882,2425856881,0,,,,,,service,,,,delivery,,no,,parking_aisle,,,,,,234329668,1629743372,4,"{""visible"":false}",way,"LINESTRING (23.72570610046387 37.98716354370117, 23.72565460205078 37.98699569702148)",19.202
2425856882,95663501,0,,,,,designated,service,,,,delivery,Μαιζώνος,,,,,,,,,972616291,1655928670,2,"{""visible"":false,""int_name"":""Maizonos""}",way,"LINESTRING (23.72570610046387 37.98716354370117, 23.72544097900391 37.98721313476563)",23.88
2425856882,97834761,0,,,,,designated,pedestrian,,,,delivery,Μαιζώνος,,,,,,,,,10741762,1655928670,15,"{""visible"":false,""int_name"":""Maizonos""}",way,"LINESTRING (23.7264518737793 37.98703384399414, 23.72570610046387 37.98716354370117)",66.931
95663631,95663529,0,,,,,,residential,,,,,Μακεδονίας,yes,,,,,asphalt,,3,10741763,1715614461,13,"{""visible"":false,""lane_markings"":""no""}",way,"LINESTRING (23.72935485839844 37.989501953125, 23.72927474975586 37.9895133972168, 23.7281494140625 37.98968887329102)",107.66600000000001
95663631,95663394,0,,,,,,secondary,2,,,,3ης Σεπτεμβρίου,yes,,,,,asphalt,,,168725561,1626264133,16,"{""visible"":false,""int_name"":""September 3""}",way,"LINESTRING (23.72935485839844 37.989501953125, 23.72942924499512 37.98979949951172, 23.7295093536377 37.99011993408203, 23.72951889038086 37.99015426635742)",73.94600000000001
95663529,95663398,0,,,,,,tertiary,2,,,,Αριστοτέλους,yes,,,,,asphalt,,,222941078,1718173113,12,"{""visible"":false,""int_name"":""Aristotelous"",""name:etymology:wikidata"":""Q868"",""source"":""Yahoo""}",way,"LINESTRING (23.7281494140625 37.98968887329102, 23.72809791564941 37.98948669433594, 23.72799873352051 37.98908615112305, 23.72799301147461 37.98905563354492, 23.72798538208008 37.9890251159668)",75.19800000000001
97788219,97788769,0,,,,,,residential,,,,,Δεληγιάννη,yes,,,,,asphalt,,4.5,49277798,1717188725,18,"{""visible"":false,""int_name"":""Deligianni"",""lane_markings"":""no""}",way,"LINESTRING (23.73363304138184 37.9894905090332, 23.73410224914551 37.98941802978516, 23.7342529296875 37.98939514160156)",55.35
97788219,97797051,0,,,,,,tertiary,,yes,,,Μπουμπουλίνας,yes,,,,,asphalt,,5,228109849,1714971503,18,"{""visible"":false,""int_name"":""Boumpoulinas"",""lane_markings"":""no"",""source"":""Yahoo"",""trolley_wire"":""yes""}",way,"LINESTRING (23.73363304138184 37.9894905090332, 23.73384475708008 37.99033355712891, 23.73385429382324 37.99037170410156)",99.88400000000001
