osmid,timestamp,version,y,changeset,visible,x,tags,osmid.1,geometry,neighbors
3731648988,1616682985,3,37.98580932617188,0,False,23.73076438903809,,3731648988,POINT (23.73076438903809 37.98580932617188),"[2372564894, 250713539]"
97788848,1687757351,12,37.98932266235352,0,False,23.73472023010254,,97788848,POINT (23.73472023010254 37.98932266235352),"[97797086, 97788855]"
97797086,1687757351,13,37.99019241333008,0,False,23.73494911193848,,97797086,POINT (23.73494911193848 37.99019241333008),"[358464018, 97797081]"
358464018,1562418978,34,37.99108123779297,0,False,23.735170364379883,,358464018,POINT (23.73517036437988 37.99108123779297),[569850326]
569850326,1687757351,6,37.99011993408203,0,False,23.73539161682129,,569850326,POINT (23.73539161682129 37.99011993408203),"[97797086, 250713331]"
97792973,1616608614,5,37.98912811279297,0,False,23.735979080200195,,97792973,POINT (23.7359790802002 37.98912811279297),[359096435]
358464049,1616973773,40,37.99142837524414,0,False,23.733041763305664,,358464049,POINT (23.73304176330566 37.99142837524414),"[358464174, 358464040]"
358464174,1687757351,11,37.99101257324219,0,False,23.73293685913086,,358464174,POINT (23.73293685913086 37.99101257324219),"[97797093, 358464166]"
97797093,1687757351,14,37.99054336547852,0,False,23.732816696166992,,97797093,POINT (23.73281669616699 37.99054336547852),"[97797098, 97797186]"
97797186,1687757351,8,37.99009323120117,0,False,23.732704162597656,,97797186,POINT (23.73270416259766 37.99009323120117),"[97797196, 97797191]"
97797191,1608707094,12,37.98968124389648,0,False,23.73259925842285,,97797191,POINT (23.73259925842285 37.98968124389648),[97797197]
97797196,1616973773,6,37.99020767211914,0,False,23.731971740722656,,97797196,POINT (23.73197174072266 37.99020767211914),"[97797098, 97797186]"
97797090,1687757351,9,37.99045944213867,0,False,23.73333549499512,,97797090,POINT (23.73333549499512 37.99045944213867),"[97797093, 97797197]"
97797197,1608707094,11,37.98959732055664,0,False,23.73311996459961,,97797197,POINT (23.73311996459961 37.98959732055664),[97788219]
97834824,1608707094,8,37.98817443847656,0,False,23.72498893737793,,97834824,POINT (23.72498893737793 37.98817443847656),"[97834765, 97834834]"
97834765,1616702981,9,37.987754821777344,0,False,23.724876403808597,,97834765,POINT (23.72487640380859 37.98775482177734),"[95663524, 95663499]"
95663524,1608707094,12,37.987335205078125,0,False,23.724761962890625,,95663524,POINT (23.72476196289063 37.98733520507813),"[633562897, 98303817]"
98303817,1571117813,9,37.98672103881836,0,False,23.724597930908203,,98303817,POINT (23.7245979309082 37.98672103881836),[95663502]
95663499,1616702981,10,37.98761367797852,0,False,23.72572135925293,,95663499,POINT (23.72572135925293 37.98761367797852),"[97834765, 95663501]"
97834909,1608707094,7,37.98836135864258,0,False,23.72391891479492,,97834909,POINT (23.72391891479492 37.98836135864258),"[97839373, 633562896]"
97839373,1592135653,8,37.98894882202149,0,False,23.724971771240234,,97839373,POINT (23.72497177124023 37.98894882202148),"[962356512, 95663490]"
5630842135,1582269718,6,37.98578643798828,0,False,23.72316169738769,,5630842135,POINT (23.7231616973877 37.98578643798828),"[95663374, 31179468]"
6693568141,1645130377,3,37.98596954345703,0,False,23.72467994689941,,6693568141,POINT (23.72467994689941 37.98596954345703),"[95663375, 31179468]"
844627879,1645130377,9,37.98629379272461,0,False,23.72523498535156,,844627879,POINT (23.72523498535156 37.98629379272461),"[95663418, 95663375]"
95663418,1645130377,12,37.98656845092773,0,False,23.7257022857666,,95663418,POINT (23.7257022857666 37.98656845092773),"[95663527, 844627879]"
95663385,1656570006,15,37.98576736450195,0,False,23.727184295654297,,95663385,POINT (23.7271842956543 37.98576736450195),"[95663376, 635138659]"
635138659,1582454265,8,37.98548889160156,0,False,23.72711753845215,,635138659,POINT (23.72711753845215 37.98548889160156),"[95663386, 635138665]"
11256819886,1697094501,1,37.98478317260742,0,False,23.72694396972656,,11256819886,POINT (23.72694396972656 37.98478317260742),"[11256886099, 250720871]"
250720871,1608547235,12,37.98432540893555,0,False,23.726831436157227,,250720871,POINT (23.72683143615723 37.98432540893555),"[250720872, 7214467394]"
97846091,1672141075,11,37.98271179199219,0,False,23.727663040161133,,97846091,POINT (23.72766304016113 37.98271179199219),"[6724001742, 250691664]"
633562896,1608707094,6,37.98830795288086,0,False,23.724218368530277,,633562896,POINT (23.72421836853027 37.98830795288086),[97834824]
250706414,1342056071,3,37.97735595703125,0,False,23.73287582397461,,250706414,POINT (23.73287582397461 37.97735595703125),[250691670]
42240105,1586418674,11,37.976200103759766,0,False,23.734378814697266,,42240105,POINT (23.73437881469727 37.97620010375977),[250706414]
250691755,1614004631,17,37.97892761230469,0,False,23.736486434936523,,250691755,POINT (23.73648643493652 37.97892761230469),"[2313405235, 250692359]"
2313405235,1614004631,4,37.97909927368164,0,False,23.73681640625,,2313405235,POINT (23.73681640625 37.97909927368164),"[300401360, 2313405251]"
300401360,1614004631,7,37.97920227050781,0,False,23.73701477050781,,300401360,POINT (23.73701477050781 37.97920227050781),"[250691753, 300401271]"
250691753,1665501836,10,37.97947311401367,0,False,23.73753929138184,,250691753,POINT (23.73753929138184 37.97947311401367),[10134034294]
10134034294,1666911249,1,37.980098724365234,0,False,23.73703384399414,,10134034294,POINT (23.73703384399414 37.98009872436523),"[10134034290, 300400470]"
250714052,1616682985,44,37.98595428466797,0,False,23.729875564575195,,250714052,POINT (23.7298755645752 37.98595428466797),"[250714050, 3731648988]"
3339821648,1527341688,3,37.97688293457031,0,False,23.73588752746582,,3339821648,POINT (23.73588752746582 37.97688293457031),"[250691717, 250691723]"
250691717,1707839302,5,37.9774055480957,0,False,23.736970901489254,,250691717,POINT (23.73697090148926 37.9774055480957),"[250691794, 4040706197]"
250691794,1608577969,11,37.9776725769043,0,False,23.737525939941406,,250691794,POINT (23.73752593994141 37.9776725769043),[250691793]
250691793,1616527724,12,37.97751235961914,0,False,23.737659454345703,,250691793,POINT (23.7376594543457 37.97751235961914),"[250692062, 6220792260]"
250692062,1668101490,6,37.9777717590332,0,False,23.73815155029297,,250692062,POINT (23.73815155029297 37.9777717590332),[250692063]
250692063,1668101490,9,37.978057861328125,0,False,23.73868751525879,,250692063,POINT (23.73868751525879 37.97805786132813),[250691741]
300401271,1650635677,9,37.97866821289063,0,False,23.7374210357666,,300401271,POINT (23.7374210357666 37.97866821289063),"[300401174, 300401270]"
300401270,1650199782,6,37.978309631347656,0,False,23.737716674804688,,300401270,POINT (23.73771667480469 37.97830963134766),"[250691739, 250692062]"
250692359,1616527724,13,37.97840118408203,0,False,23.73692321777344,,250692359,POINT (23.73692321777344 37.97840118408203),"[300401271, 250691739]"
300401174,1665501836,12,37.97895431518555,0,False,23.737960815429688,,300401174,POINT (23.73796081542969 37.97895431518555),[250691753]
6220792260,1571118221,4,37.97729110717773,0,False,23.737838745117188,,6220792260,POINT (23.73783874511719 37.97729110717773),"[250692063, 6220792258]"
363357735,1616682985,7,37.98321533203125,0,False,23.728893280029297,,363357735,POINT (23.7288932800293 37.98321533203125),"[250714051, 250700142]"
250691723,1647978357,8,37.97809219360352,0,False,23.7348747253418,,250691723,POINT (23.7348747253418 37.97809219360352),"[250691755, 250691724]"
250691668,1616687084,8,37.978702545166016,0,False,23.73271942138672,,250691668,POINT (23.73271942138672 37.97870254516602),"[250698924, 807999510, 250691669]"
250698924,1571118323,9,37.97933578491211,0,False,23.73381996154785,,250698924,POINT (23.73381996154785 37.97933578491211),[250698925]
250698925,1579217084,6,37.98037338256836,0,False,23.732912063598636,,250698925,POINT (23.73291206359863 37.98037338256836),"[250709162, 250698926]"
250699982,1713735580,7,37.98149108886719,0,False,23.73196220397949,,250699982,POINT (23.73196220397949 37.98149108886719),"[250699983, 2725672310]"
2725672310,1672141075,2,37.98102569580078,0,False,23.731075286865234,,2725672310,POINT (23.73107528686523 37.98102569580078),"[250691665, 2725672307]"
250691665,1672141075,12,37.98091506958008,0,False,23.730859756469727,,250691665,POINT (23.73085975646973 37.98091506958008),[250691668]
250699983,1713735580,22,37.98201751708984,0,False,23.73151588439941,,250699983,POINT (23.73151588439941 37.98201751708984),"[250699984, 250702474]"
250699984,1616682985,21,37.982421875,0,False,23.7323055267334,,250699984,POINT (23.7323055267334 37.982421875),"[250699362, 250708099]"
250699362,1608577969,30,37.98291015625,0,False,23.733230590820312,,250699362,POINT (23.73323059082031 37.98291015625),"[250708641, 599116897]"
250691664,1665090606,12,37.98166275024414,0,False,23.730205535888672,,250691664,POINT (23.73020553588867 37.98166275024414),"[250702474, 250691665]"
250691670,1607720723,8,37.977500915527344,0,False,23.733726501464844,,250691670,POINT (23.73372650146484 37.97750091552734),"[250691723, 42240105]"
250700343,1571030855,11,37.98363494873047,0,False,23.73122978210449,,250700343,POINT (23.73122978210449 37.98363494873047),[250708051]
250700341,1571030855,13,37.98394393920898,0,False,23.731809616088867,,250700341,POINT (23.73180961608887 37.98394393920898),"[250700084, 250707871]"
250707871,1527341685,7,37.98430252075195,0,False,23.73089408874512,,250707871,POINT (23.73089408874512 37.98430252075195),[250700343]
250708099,1616682985,2,37.982791900634766,0,False,23.73198509216309,,250708099,POINT (23.73198509216309 37.98279190063477),[250708051]
250708051,1616682985,11,37.9836540222168,0,False,23.731281280517575,,250708051,POINT (23.73128128051758 37.9836540222168),[250700341]
250700083,1616682985,23,37.9832878112793,0,False,23.7329216003418,,250700083,POINT (23.7329216003418 37.9832878112793),"[250708099, 250699362]"
250706958,1665501836,18,37.983829498291016,0,False,23.734010696411133,,250706958,POINT (23.73401069641113 37.98382949829102),"[388172075, 388172056]"
388172056,1616682985,4,37.98365020751953,0,False,23.73367500305176,,388172056,POINT (23.73367500305176 37.98365020751953),"[388172055, 250700083]"
250709162,1697629083,14,37.981422424316406,0,False,23.734210968017575,,250709162,POINT (23.73421096801758 37.98142242431641),"[250699359, 653971361]"
653971361,1707572504,15,37.98075485229492,0,False,23.734769821166992,"{'crossing': 'marked', 'crossing:markings': 'yes', 'crossing_ref': 'zebra', 'highway': 'crossing'}",653971361,POINT (23.73476982116699 37.98075485229492),[250709162]
262236447,1613361091,6,37.98440933227539,0,False,23.72822380065918,,262236447,POINT (23.72822380065918 37.98440933227539),"[95663423, 250720871]"
95663493,1656570006,12,37.9860725402832,0,False,23.72518920898437,,95663493,POINT (23.72518920898438 37.9860725402832),"[844627879, 95663375]"
358464027,1616608614,35,37.99115753173828,0,False,23.73468017578125,,358464027,POINT (23.73468017578125 37.99115753173828),"[9714370549, 358464018]"
9714370549,1687757351,2,37.99090576171875,0,False,23.734619140625,,9714370549,POINT (23.734619140625 37.99090576171875),"[9714370547, 358464159]"
358464159,1687757351,7,37.99073791503906,0,False,23.73457908630371,,358464159,POINT (23.73457908630371 37.99073791503906),[97797081]
97797081,1687757351,13,37.990272521972656,0,False,23.73446655273437,,97797081,POINT (23.73446655273438 37.99027252197266),"[97797051, 97788769]"
97788769,1687757351,12,37.98939514160156,0,False,23.7342529296875,,97788769,POINT (23.7342529296875 37.98939514160156),[97788848]
97797184,1608707094,8,37.98979187011719,0,False,23.731868743896484,,97797184,POINT (23.73186874389648 37.98979187011719),"[97797196, 97797191]"
97797098,1687757351,16,37.990665435791016,0,False,23.732084274291992,,97797098,POINT (23.73208427429199 37.99066543579102),"[358464213, 97797102]"
358464213,1687757351,15,37.99113464355469,0,False,23.732200622558597,,358464213,POINT (23.73220062255859 37.99113464355469),"[358464212, 358464174]"
358465186,1562418978,47,37.99207305908203,0,False,23.731319427490234,,358465186,POINT (23.73131942749023 37.99207305908203),"[358465410, 6910572379]"
358465410,1559207377,19,37.99227523803711,0,False,23.730026245117188,,358465410,POINT (23.73002624511719 37.99227523803711),[358465186]
358465904,1608707094,13,37.99027633666992,0,False,23.728744506835938,,358465904,POINT (23.72874450683594 37.99027633666992),"[635126478, 95663394]"
635126478,1479578692,3,37.99123001098633,0,False,23.72896385192871,,635126478,POINT (23.72896385192871 37.99123001098633),"[358465939, 635126483]"
250699359,1608547235,14,37.98154067993164,0,False,23.734331130981445,,250699359,POINT (23.73433113098145 37.98154067993164),"[8446047162, 10174555843]"
8446047162,1666911249,3,37.98209381103516,0,False,23.73542594909668,,8446047162,POINT (23.73542594909668 37.98209381103516),[10134034285]
300398465,1616623355,12,37.986328125,0,False,23.72732353210449,,300398465,POINT (23.72732353210449 37.986328125),"[962356671, 95663385, 95663420]"
250714051,1616682985,53,37.983917236328125,0,False,23.72938346862793,,250714051,POINT (23.72938346862793 37.98391723632813),"[262236447, 250700142]"
95663420,1578767947,8,37.98615646362305,0,False,23.728513717651367,,95663420,POINT (23.72851371765137 37.98615646362305),"[962356679, 250714052]"
4464395371,1616682985,4,37.9848747253418,0,False,23.73406219482422,,4464395371,POINT (23.73406219482422 37.9848747253418),"[364104830, 388172075]"
364104830,1616682985,10,37.98506164550781,0,False,23.733924865722656,,364104830,POINT (23.73392486572266 37.98506164550781),[250706959]
250714050,1665012251,51,37.9853744506836,0,False,23.729736328125,,250714050,POINT (23.729736328125 37.98537445068359),"[95663422, 250714051]"
95663422,1656570006,15,37.9855842590332,0,False,23.728370666503903,,95663422,POINT (23.72837066650391 37.9855842590332),"[95663420, 95663385]"
250706959,1575790363,13,37.98531723022461,0,False,23.732820510864254,"{'crossing': 'traffic_signals', 'crossing_ref': 'zebra', 'highway': 'traffic_signals', 'supervised': 'no'}",250706959,POINT (23.73282051086426 37.98531723022461),[388172083]
388172055,1477413781,2,37.98404312133789,0,False,23.7331600189209,,388172055,POINT (23.7331600189209 37.98404312133789),"[388172075, 388172051]"
388172051,1571030855,6,37.984375,0,False,23.73262023925781,,388172051,POINT (23.73262023925781 37.984375),[388172082]
388172075,1665501836,6,37.984493255615234,0,False,23.73348045349121,,388172075,POINT (23.73348045349121 37.98449325561523),"[4464395371, 250700339]"
388172082,1571030855,7,37.98462677001953,0,False,23.733089447021484,,388172082,POINT (23.73308944702148 37.98462677001953),"[250700339, 388172083]"
388172083,1527341685,6,37.9849853515625,0,False,23.73219490051269,,388172083,POINT (23.7321949005127 37.9849853515625),[250700085]
515962403,1649621739,7,37.99129104614258,0,False,23.73127555847168,,515962403,POINT (23.73127555847168 37.99129104614258),"[4056070360, 5921003579, 358464213]"
4056070360,1687757351,8,37.99159622192383,0,False,23.73194694519043,,4056070360,POINT (23.73194694519043 37.99159622192383),[358464212]
97788195,1608707094,54,37.98754501342773,0,False,23.730239868164062,,97788195,POINT (23.73023986816406 37.98754501342773),"[411703355, 95663467, 97788192]"
962356512,1616702981,4,37.9896240234375,0,False,23.72450065612793,"{'highway': 'traffic_signals', 'traffic_signals:direction': 'forward'}",962356512,POINT (23.72450065612793 37.9896240234375),[97839373]
97788216,1608707094,43,37.98995971679688,0,False,23.730792999267575,,97788216,POINT (23.73079299926758 37.98995971679688),"[597677303, 97788210]"
97788210,1608707094,52,37.98993682861328,0,False,23.73093032836914,,97788210,POINT (23.73093032836914 37.98993682861328),"[97797102, 97797184]"
358464040,1616702981,38,37.99126815795898,0,False,23.73407745361328,,358464040,POINT (23.73407745361328 37.99126815795898),"[358464177, 358464027]"
633562897,1608707094,10,37.9874267578125,0,False,23.724220275878903,,633562897,POINT (23.72422027587891 37.9874267578125),"[633562896, 7248584892]"
633562902,1571117813,9,37.98695373535156,0,False,23.722980499267575,,633562902,POINT (23.72298049926758 37.98695373535156),"[633562904, 633562900, 95663419]"
633562904,1608707094,8,37.98764801025391,0,False,23.72296142578125,,633562904,POINT (23.72296142578125 37.98764801025391),[633562902]
635126483,1550190310,4,37.99116134643555,0,False,23.72975349426269,,635126483,POINT (23.7297534942627 37.99116134643555),[97788471]
635132981,1550188539,4,37.988582611083984,0,False,23.726701736450195,,635132981,POINT (23.7267017364502 37.98858261108398),[635132991]
688786344,1479205340,3,37.98703384399414,0,False,23.726945877075195,,688786344,POINT (23.7269458770752 37.98703384399414),"[962356738, 962356785]"
962356738,1597739194,2,37.98729705810547,0,False,23.72701072692871,,962356738,POINT (23.72701072692871 37.98729705810547),[3879024943]
635138665,1676500767,6,37.985382080078125,0,False,23.72783660888672,,635138665,POINT (23.72783660888672 37.98538208007813),[635138659]
807999510,1616687084,3,37.97842025756836,0,False,23.73221778869629,,807999510,POINT (23.73221778869629 37.97842025756836),[250706416]
653971685,1571118323,6,37.979248046875,0,False,23.735435485839844,,653971685,POINT (23.73543548583984 37.979248046875),"[653971690, 250691724]"
653971690,1607722224,8,37.97993087768555,0,False,23.734844207763672,,653971690,POINT (23.73484420776367 37.97993087768555),[250698924]
250713539,1546462468,10,37.98516845703125,0,False,23.731380462646484,,250713539,POINT (23.73138046264648 37.98516845703125),[1609088276]
1609088276,1651933214,9,37.9850959777832,0,False,23.73144149780273,,1609088276,POINT (23.73144149780273 37.9850959777832),[250700085]
250700085,1608577969,18,37.9847412109375,0,False,23.73173141479492,,250700085,POINT (23.73173141479492 37.9847412109375),"[250707871, 250700084]"
250700084,1608577969,24,37.98415756225586,0,False,23.73221015930176,,250700084,POINT (23.73221015930176 37.98415756225586),"[388172051, 250700083]"
2372564894,1447596670,3,37.98563766479492,0,False,23.7307186126709,,2372564894,POINT (23.7307186126709 37.98563766479492),"[250714050, 1609088276]"
962356657,1597739194,5,37.98721694946289,0,False,23.726755142211918,,962356657,POINT (23.72675514221191 37.98721694946289),"[95663472, 31179466]"
250706416,1342056071,3,37.97744369506836,0,False,23.732202529907227,,250706416,POINT (23.73220252990723 37.97744369506836),"[807999510, 250706414]"
10174555843,1668115765,1,37.980247497558594,0,False,23.735395431518555,,10174555843,POINT (23.73539543151855 37.98024749755859),"[10134034290, 653971690, 300400470]"
10134034290,1666911249,1,37.98081970214844,0,False,23.736452102661133,,10134034290,POINT (23.73645210266113 37.98081970214844),[8446047162]
358464177,1687757351,30,37.99162673950195,0,False,23.73238182067871,,358464177,POINT (23.73238182067871 37.99162673950195),[5581434217]
961530806,1562418012,2,37.98929214477539,0,False,23.73033332824707,,961530806,POINT (23.73033332824707 37.98929214477539),"[597677303, 961530639]"
961530639,1578768089,3,37.989200592041016,0,False,23.73060607910156,,961530639,POINT (23.73060607910156 37.98920059204102),[97788213]
3879024943,1524261469,2,37.98740768432617,0,False,23.727149963378903,,3879024943,POINT (23.72714996337891 37.98740768432617),"[3879024939, 962356657]"
95663461,1582454265,14,37.98770904541016,0,False,23.7276611328125,,95663461,POINT (23.7276611328125 37.98770904541016),"[95663464, 3879024939, 95663433]"
95663464,1608707094,14,37.98788833618164,0,False,23.727977752685547,,95663464,POINT (23.72797775268555 37.98788833618164),"[962356674, 95663463, 95663461]"
962356740,1571031088,5,37.9873275756836,0,False,23.72650718688965,,962356740,POINT (23.72650718688965 37.98732757568359),"[97834761, 31179466]"
962356840,1608707094,11,37.98784637451172,0,False,23.72824478149414,,962356840,POINT (23.72824478149414 37.98784637451172),"[962356674, 95663464]"
962356674,1562418012,5,37.98804473876953,0,False,23.728227615356445,,962356674,POINT (23.72822761535645 37.98804473876953),[95663392]
8253823131,1673938770,2,37.98695373535156,0,False,23.726364135742188,,8253823131,POINT (23.72636413574219 37.98695373535156),"[962356923, 95663527]"
962356608,1363293103,3,37.98655319213867,0,False,23.727144241333008,,962356608,POINT (23.72714424133301 37.98655319213867),"[962356671, 300398465]"
962356671,1616623355,6,37.98638153076172,0,False,23.72698974609375,,962356671,POINT (23.72698974609375 37.98638153076172),[95663492]
2511789008,1586418255,8,37.976104736328125,0,False,23.735795974731445,,2511789008,POINT (23.73579597473145 37.97610473632813),"[250691827, 42240105]"
5581434217,1643856497,9,37.99179458618164,0,False,23.731407165527344,,5581434217,POINT (23.73140716552734 37.99179458618164),[6910572379]
358464212,1616973773,47,37.99153900146485,0,False,23.73230361938477,,358464212,POINT (23.73230361938477 37.99153900146484),"[358464177, 358464049]"
5921003579,1643856497,12,37.99168014526367,0,False,23.73137855529785,,5921003579,POINT (23.73137855529785 37.99168014526367),"[5581434217, 4056070360]"
250698926,1713735580,7,37.98110580444336,0,False,23.732288360595703,,250698926,POINT (23.7322883605957 37.98110580444336),[250699982]
250691827,1474823314,15,37.97650146484375,0,False,23.735843658447266,,250691827,POINT (23.73584365844727 37.97650146484375),[3339821648]
97788202,1578768089,53,37.98958587646485,0,False,23.7308406829834,,97788202,POINT (23.7308406829834 37.98958587646484),[97788210]
95663392,1578768089,9,37.98857498168945,0,False,23.729122161865234,,95663392,POINT (23.72912216186523 37.98857498168945),"[95663402, 95663400]"
95663400,1608707094,11,37.98884582519531,0,False,23.729190826416016,,95663400,POINT (23.72919082641602 37.98884582519531),"[95663631, 95663398]"
95663394,1608707094,8,37.99015426635742,0,False,23.72951889038086,,95663394,POINT (23.72951889038086 37.99015426635742),"[635126483, 97788216]"
250702474,1713735580,4,37.98222732543945,0,False,23.73133850097656,,250702474,POINT (23.73133850097656 37.98222732543945),"[250700248, 250699983]"
300400470,1608577969,13,37.97953414916992,0,False,23.735984802246094,{'highway': 'traffic_signals'},300400470,POINT (23.73598480224609 37.97953414916992),"[653971685, 250691755]"
250699613,1600200506,11,37.98197937011719,0,False,23.733991622924805,,250699613,POINT (23.7339916229248 37.98197937011719),"[250698926, 250699359]"
6220792258,1647978240,6,37.97597503662109,0,False,23.73761749267578,,6220792258,POINT (23.73761749267578 37.97597503662109),"[954712407, 7878279520]"
359096435,1616608614,9,37.98918533325195,0,False,23.736085891723636,,359096435,POINT (23.73608589172363 37.98918533325195),"[1303525204, 97792973]"
250700142,1616682985,22,37.98290252685547,0,False,23.72915267944336,,250700142,POINT (23.72915267944336 37.98290252685547),[250700344]
95663467,1608707094,8,37.98774719238281,0,False,23.728912353515625,,95663467,POINT (23.72891235351563 37.98774719238281),"[95663392, 962356840]"
95663501,1571117813,9,37.987213134765625,0,False,23.725440979003903,,95663501,POINT (23.72544097900391 37.98721313476563),"[95663524, 95663502, 2425856882]"
